전시장명,참고,위도,경도,사이트주소,운영시간,운영시간,무료주차여부,유료주차여부,휠체어,장애인화장실여부,안내견동반가능여부,점자,오디어해설
FCLTY_NM,CTGRY_ONE_NM,LC_LA,LC_LO,HMPG_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,WCHAIR_HOLD_AT,DSPSN_TOILET_AT,GUID_DOG_ACP_POSBL_AT,BRLL_GUID_AT,KLANG_VIC_GUID_AT
동락공원,레저/체육/공원,36.09945258,128.401751,www.gumi.go.kr/park/contents.do?mId=0301000000,연중무휴,상시개방,Y,N,Y,Y,Y,Y,N
동랑연극앙상블,전시/공연,37.5618419,127.006669,www.seoularts.ac.kr/web/content.do?proFn=9723000,,,N,N,N,N,N,N,N
동래문화회관,전시/공연,35.21195069,129.090546,www.dongnae.go.kr/culture/index.dongnae,, 10시~18시,N,Y,N,Y,N,N,N
동래읍성역사관,전시/공연,35.20877819,129.091172,museum.busan.go.kr/bokcheon/index,"1월 1일, 매주 월요일",평일 및 일요일 : 09:00~18:00,N,N,N,N,N,N,N
동래읍성임진왜란역사관,전시/공연,35.20212912,129.08435,,"매년 1월 1일, 명절, 매주 월요일(월요일이 공휴일인 경우 그 다음날)",화~일 10:00 - 19:00,N,N,N,Y,Y,N,Y
동리국악당,전시/공연,35.43183738,126.702755,,"주말, 공휴일",08:30~18:00,Y,N,N,Y,Y,N,N
동리목월문학관,전시/공연,35.78503535,129.333967,dml.gyeongju.go.kr/," 매주 월요일, 1월1일, 설날 당일, 추석 당일"," 오전 9시 ~ 오후 6시 (동절기 오후5시까지)
",Y,N,Y,Y,Y,Y,Y
동리문화사업회,전시/공연,35.43183738,126.702755,,,09:00~18:00,N,N,N,N,Y,N,N
동막골유원지,문화관광/명소,38.09726673,127.111633,yeoncheon.go.kr/tour/index.do,,,Y,N,N,N,Y,N,N
동막해수욕장,문화관광/명소,37.59296039,126.457437,www.ganghwa.go.kr/open_content/tour/tour/tourInfoDetail.do?tour_seq=111&tourdiv=beach_park,,매년 7~8월 중,N,Y,N,Y,Y,N,N
동명얼음썰매장,레저/체육/공원,35.98924216,128.543398,,연중무휴,매일 9:00~18:00,Y,N,N,N,N,N,N
동문창창,전시/공연,35.81841065,127.148929,,,,Y,N,N,Y,N,N,N
동물의 숲,문화관광/명소,37.17099942,127.006164,,,,N,N,N,N,N,N,N
동백유원지,문화관광/명소,35.15362117,129.152293,,,,Y,N,N,N,Y,N,N
동백유원지,문화관광/명소,34.68474531,127.776271,,,,N,N,N,N,N,N,N
동백정해수욕장(2023년6월예정),문화관광/명소,36.13852881,126.497527,,,,N,N,N,N,N,N,N
동보원자연휴양림,문화관광/명소,36.65831544,127.702804,,,,N,N,N,N,Y,N,N
동복마을운동장,레저/체육/공원,33.54200536,126.713328,,,,Y,N,N,N,N,N,N
동부레저동부초콜렛체험장,전시/공연,33.40879317,126.769866,,,,N,N,N,N,N,N,N
동부산CC,레저/체육/공원,35.36370948,129.183287,www.dongpusancc.co.kr/,,,Y,N,N,N,N,N,N
동부식물원,문화관광/명소,35.87824633,128.690848,,,,N,N,N,N,N,N,N
동부창고,전시/공연,36.65451736,127.491317,dbchangko.org/,매주 월요일,"화 ~ 금 : 10:00 - 22:00
토 ~ 일 : 10:00 - 17:00",Y,Y,N,Y,Y,N,N
동북공심돈,문화관광/명소,37.28838661,127.025238,www.suwon.go.kr/sw-www/deptHome/dep_tour.jsp,,"하절기 (3월 ~ 10일)	09:00 ~ 18:00
동절기 (11월 ~ 2월)	09:00 ~ 17:00",N,Y,N,N,Y,N,N
동산박물관,전시/공연,36.40257432,127.232212,www.dongsanmuseum.com/,"매주 일, 월, 공휴일",10:00~16:00,N,N,N,N,N,N,N
동산식물원,문화관광/명소,36.80762815,127.367763,,,,N,N,N,N,N,N,N
동산아트홀,전시/공연,35.16057564,126.879873,www.usquareculture.co.kr/,"설, 추석연휴 .",00:00 - 24:00,N,Y,N,Y,Y,N,N
동산유원지,문화관광/명소,35.30658065,127.323564,,,,N,N,N,N,N,N,N
동산해수욕장,문화관광/명소,37.98095877,128.754029,access.visitkorea.or.kr/ms/detail.do?cotId=e0cbc339-b2b1-4b81-98a7-d4884195a0ff,연중무휴,상시이용 가능 (해수욕장 운영시간 09:00~18:00),Y,N,N,N,Y,N,N
동상공설운동장,레저/체육/공원,35.93882074,127.292916,www.wanju.go.kr/index.wanju?menuCd=DOM_000000104002011008,연중무휴,06:00~22:00,Y,N,N,N,Y,N,N
동서울레스피아GC,레저/체육/공원,37.40082885,127.87949,respia.com/,,06:00 - 21:00,Y,N,N,N,N,N,N
동서울아트홀,전시/공연,37.53416451,127.091891,artistgroup.modoo.at/,,,Y,N,N,N,Y,Y,N
동성로중앙무대,전시/공연,35.868783,128.595481,www.jung.daegu.kr/new/mobile/pages/visit/page.html?mc=1571,,,N,N,N,N,Y,N,N
동송생활보조축구장,레저/체육/공원,38.18520214,127.230767,www.cwg.go.kr/sports/contents.do?key=1577,,,Y,N,N,N,Y,N,N
동숭무대소극장,전시/공연,37.58869101,126.999169,www.e-stc.or.kr/Front/01_perform/placeUniv_view.asp?no=455,,,Y,N,N,Y,Y,N,N
동신대학교문화박물관,전시/공연,35.04962488,126.717993,dsum.dsu.ac.kr/,"주말,공휴일",10:00~17:00,N,N,N,N,N,N,N
동아방송예술대학교DIMA아트센터,전시/공연,37.06236123,127.353295,art.dima.ac.kr/moa/index.jsp,매주 일요일,09:00 - 18:00,Y,N,N,Y,Y,Y,N
동아스포츠클럽,레저/체육/공원,35.82601384,128.629353,,,,Y,N,N,N,N,Y,N
동아풋살경기장,레저/체육/공원,36.37527934,127.320921,,연중무휴,22:00까지,N,Y,N,N,N,N,N
동안문화관,전시/공연,37.3925116,126.951211,,,,Y,Y,Y,Y,Y,Y,Y
동양자수박물관,전시/공연,37.77809202,128.880257,www.orientalembroidery.org/,연중무휴,"오전 9시~오후 6시(12월, 1월, 2월: 오전 10시~오후 5시)",Y,N,N,N,N,N,Y
동양전람,전시/공연,37.66893348,126.745803,www.kintex.com/,,,N,N,N,N,N,N,N
동여주체력단련장,레저/체육/공원,37.21860828,127.61546,www.welfare.mil.kr/,,,Y,N,N,N,N,N,N
동연디자인,전시/공연,37.55921601,126.927592,www.dongyeondesign.com/,"토, 일, 공휴일 휴무",08:30 ~ 17:30,Y,N,N,N,Y,N,N
동오리체험마을,문화관광/명소,37.45789714,127.392827,,,,N,N,N,N,N,N,N
동요박물관,전시/공연,37.28044552,127.451765,sagimakgol.com/?avada_portfolio=%ED%95%9C%EA%B5%AD%EB%8F%99%EC%9A%94%EB%B0%95%EB%AC%BC%EA%B4%80,,매일 09:00~18:00,Y,N,Y,Y,Y,N,N
동원썬밸리CC,레저/체육/공원,37.48403156,127.796495,www.sunvalley.co.kr/dongwon/golf/intro,명절 당일,,Y,N,N,N,N,N,N
동을산리운동장,레저/체육/공원,37.70396387,126.624028,,,,N,Y,N,N,Y,N,N
동읍공설운동장,레저/체육/공원,35.27735415,128.690896,www.desports.co.kr/,,"주간	06:00~19:00	07:00~17:00
야간	19:00~23:00	17:00~23:00",Y,N,N,Y,Y,N,N
동읍주민운동장,레저/체육/공원,35.28391861,128.679991,desports.co.kr/index.php,,연중무휴,Y,N,N,Y,Y,N,N
동의대학교박물관,전시/공연,35.14431845,129.03631,www.deu.ac.kr/www/content/98,"주말 휴무 개교기념일 
공휴일 휴무",평일 :09:30 ∼ 16:30,N,Y,N,Y,Y,N,N
동의재,전시/공연,37.78728382,126.699266,,,,N,N,N,N,N,N,N
동이리주상절리,문화관광/명소,38.01662607,126.987613,,,,Y,N,N,N,N,N,N
동자아트홀,전시/공연,37.55167943,126.972905,dongjaarthall.tistory.com/,,,N,Y,N,Y,Y,Y,Y
동작문화원,전시/공연,37.50444553,126.941088,www.dongjaktv.net/,,,Y,Y,N,Y,Y,Y,Y
동제미술관,전시/공연,35.78945501,128.593428,,매주 화요일,10:30 - 18:30,Y,N,N,N,Y,N,N
동주염전체험장,문화관광/명소,37.23406988,126.606572,,,,N,N,N,N,N,N,N
동창원식물원,문화관광/명소,35.28283913,128.698091,,,,Y,N,N,N,N,N,N
동천도예전시관,전시/공연,37.3021301,127.649834,,,,N,N,N,N,N,N,N
동천자연식물원,문화관광/명소,37.33739874,127.079435,naturesoop.co.kr/,매주 월요일,"	동절기 10:00~17:00 / 하절기 10:00~18:00",Y,N,N,N,Y,N,N
동천천변공원,레저/체육/공원,34.96287044,127.488635,,,,Y,N,N,N,N,N,N
동천GDR아카데미,레저/체육/공원,35.85395133,129.227004,,셋째주 목요일,"주중 06:00 - 23:00
주말 10:00 - 21:00",Y,N,N,N,N,N,N
동촌골프클럽,레저/체육/공원,37.05677602,127.744652,www.dongchongc.co.kr/,,,Y,N,N,N,N,Y,N
동촌마을,문화관광/명소,38.12536907,127.790968,,,,Y,N,N,N,Y,N,N
동촌유원지,문화관광/명소,35.88304421,128.649892,,,,N,N,N,N,Y,N,N
동촌파크광장놀이공원,문화관광/명소,35.87853695,128.653447,,,,N,N,N,N,N,N,N
동춘서커스상설공연장,전시/공연,37.28339123,126.57042,www.circusdc.com/index.php,,,Y,N,N,Y,Y,N,Y
동키동산,문화관광/명소,37.19991227,127.399818,,,"주말 10:00 - 18:00
징검다리 휴일, 월화수목금 중 공휴일은 운영",Y,N,N,N,N,N,N
동탄기쁜우리문화원,전시/공연,37.19666329,127.077358,,,,N,Y,N,N,N,N,N
동탄복합문화센터반석아트홀,전시/공연,37.20068757,127.075122,www.hcf.or.kr/art/122,,,Y,Y,Y,Y,Y,Y,Y
동탄북광장,레저/체육/공원,37.20596735,127.073566,,연중무휴,24시개방,N,N,N,N,N,N,N
동탄센트럴파크,레저/체육/공원,37.20661081,127.063751,,무휴,00:00~24:00,Y,N,N,N,Y,N,N
동탄호수공원,레저/체육/공원,37.17010252,127.10257,,무휴,00:00~24:00,N,Y,N,Y,Y,Y,N
동탄호수공원미래체험관,전시/공연,37.16848167,127.104972,,,,N,N,N,N,N,N,N
동학농민혁명기념관,전시/공연,35.63370584,126.830119,www.1894.or.kr/main_kor/index.php,"매주 월요일, 1월 1일은 ","하절기(3월~10월) 09:00-19:00 / 입장시간 09:00-18:00
동절기(11월~2월) 09:00-18:00 / 입장시간 09:00-17:00",Y,N,N,Y,N,N,N
동학농민혁명기념관,전시/공연,36.76029696,126.295275,,매주 월요일,"화-일
하절기        09:00 - 18:00
동절기        09:00 - 17:00",Y,N,N,Y,N,Y,N
동학농민혁명기념관교육관,전시/공연,35.63370584,126.830119,www.1894.or.kr/main_kor/m_3_1_3.php?mc=3|1|3,"1월 1일, 매주 월요일",하절기(3월~10월) 오전 9시~오후 7시 / 동절기(11월~2월) 오전9시 ~ 오후6시,Y,N,N,N,N,N,N
동학루,전시/공연,35.72446948,127.024506,,,,Y,N,N,Y,N,N,N
동학혁명기념관,전시/공연,35.81688691,127.152003,,매주 월요일,10:00~17:00 ,Y,N,N,N,N,N,N
동해면민운동장,레저/체육/공원,35.9899163,129.448896,,,,Y,N,N,N,N,N,N
동해무릉건강숲,문화관광/명소,37.46510437,129.031295,www.dh.go.kr/forest/main/index.htm,,,Y,Y,Y,Y,Y,N,Y
동해문화예술회관,전시/공연,37.52644915,129.115239,www.dh.go.kr/pages/sub.htm?nav_code=dh1479356996,"주말, 공연이 있을 경우 개관",09:00 - 18:00,Y,N,Y,Y,Y,Y,N
동해문화원,전시/공연,37.52693668,129.11448,www.donghaecc.co.kr/,주말,09:00 - 18:00,Y,N,N,Y,Y,Y,N
동해문화의집,전시/공연,35.99097889,129.438261,,"일요일, 월요일, 국가 공휴일",09:00~18:00,Y,N,N,N,N,N,N
동해소운동장,레저/체육/공원,35.04049505,128.421122,,,,Y,N,N,N,Y,N,N
동해시청소년수련관별누리천문대 ,전시/공연,37.53703551,129.070367,,,,Y,N,N,Y,Y,N,N
동해웰빙레포츠타운,레저/체육/공원,37.51606095,129.102199,www.dhsisul.org/facility/04.htm#anchor01,,"동절기    11월~2월 (1, 3주 월 휴관)        2, 4주 월,공휴일        09:00~18:00
화~토요일        09:00~21:00
일요일        09:00~20:00
하절기        3월~10월 (1, 3주 월 휴관)        2, 4주 월,공휴일        09:00~18:00
화~토요일        09:00~22:00
일요일        09:00~20:00",Y,N,N,Y,Y,Y,N
동호해수욕장,문화관광/명소,38.0556654,128.675789,www.donghori.com/,연중무휴,"상시이용 가능(해수욕장 운영시간 9:00~18:00)
12:00~익일12:00(야영장)",Y,N,N,Y,Y,N,N
동호해수욕장,문화관광/명소,35.50750538,126.487843,,7~8월 이외 날짜,09;00~18:00,Y,N,N,N,N,N,N
동홍아트홀,전시/공연,33.25785315,126.568919,,,,Y,N,N,Y,N,N,N
동화마을수목원,문화관광/명소,37.31517832,127.855322,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot/nature?control=CT10018_T&tourCode=TOSIGK00,월요일(월요일이 공휴일인 경우 다음날 휴원),"3월 ~ 10월        09:00 - 18:00, 17시이후 입장불가
11월~2월        09:00 - 17:00, 16시이후 입장불가 ",Y,N,N,Y,N,N,N
동화사관광단지,문화관광/명소,36.00261799,128.703016,,,,N,N,N,N,Y,N,N
동화소극장,전시/공연,37.58378095,126.998569,,,,N,N,N,N,Y,N,N
동화힐링캠프눈썰매장,레저/체육/공원,37.89222175,126.841084,www.dwhealingcamp.com/,,,Y,N,N,N,N,N,N
동훈힐마루CC,레저/체육/공원,35.49944825,128.499956,www.hillmaru.com/,연중무휴,"수목금토 6시 저녁 11시
일월화 6시 저녁 7시 ",Y,N,N,N,N,Y,Y
돝섬해상유원지,문화관광/명소,35.17847962,128.582698,dotseom.kr/,,,N,N,Y,Y,Y,Y,N
돼지문화원,전시/공연,37.39154707,127.868717,www.xn--2r1b60look51cbuw.com/main,명절 휴무 ,,Y,N,N,Y,Y,N,N
돼지박물관,전시/공연,37.08577621,127.583942,pigpark.co.kr/,매주 월요일,10:00~18:00,Y,N,N,N,Y,N,N
두개비산산림욕장,문화관광/명소,37.70169416,127.876306,,,,N,N,N,N,Y,N,N
"두곡,월포해수욕장",문화관광/명소,34.78053437,127.900034,www.namhae.go.kr/tour/00007/00015/00069.web,,개장기간 : 매년 7~8월 중,Y,N,N,Y,Y,Y,N
두곡공동불루벨리체험장,문화관광/명소,35.20671907,128.45271,,,,N,N,N,N,N,N,N
두남재아트센터,전시/공연,37.49550563,127.03106,www.dnj-ent.com/,"월요일, 주말, 공휴일, 월요일 휴무",평일 09:00-18:00 ,Y,Y,N,Y,Y,Y,N
두능산자연휴양림,문화관광/명소,37.65233706,127.687335,www.sonohotelsresorts.com/daemyung.vp.leisure.05_03_02.ds/dmparse.dm,,,Y,N,Y,N,Y,N,N
두드림,전시/공연,34.95473717,127.481899,www.media-center.or.kr/suncheon,매주 일요일,"월 10:00 - 18:00
화 10:00 - 22:00
수 10:00 - 22:00
목 10:00 - 22:00
금 10:00 - 22:00
토 10:00 - 18:00
12:00 - 13:00 휴게시간",Y,N,N,N,N,N,N
두드림나무공방,전시/공연,37.37052887,126.946447,,매주 일요일,,N,Y,N,N,Y,N,Y
두드림뮤직센터,전시/공연,37.91584703,127.056507,,주말,09:00 - 18:00,N,Y,N,N,N,N,Y
두드림작은미술관,전시/공연,37.89033083,127.054449,,매주 일요일 월요일,13:00 - 18:00,Y,N,N,N,N,N,N
두레캠핑장,문화관광/명소,37.76851454,127.470397,cafe.naver.com/dooraecamp,,,Y,N,N,N,N,N,N
두레홀3관,전시/공연,37.58247727,127.003268,boeingboeing.modoo.at/,연중무휴,00:00-24:00,N,Y,N,N,Y,N,N
두루두루어울림센터(2023년예정),전시/공연,35.25013878,128.595075,,,,N,N,N,N,N,N,N
두루뫼박물관,전시/공연,37.85760805,126.896247,www.durumea.org/index.php,"매주 월요일
(단체예약 및 사전예약으로 조정가능)","매일
10:00 - 18:00",Y,N,N,N,Y,N,N
두루뫼사료관,전시/공연,37.85680242,126.896042,www.durumea.org/,매주 월요일,10:00~18:00,Y,N,N,N,N,N,N
두루미평화관,전시/공연,38.26482289,127.169186,,,,N,N,N,N,N,N,N
두루웰숲속문화촌,문화관광/명소,38.23021823,127.354872,www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030005,"매주화요일, 신정, 설날, 추석","목재문화체험장 09:00-12:00 13:00-17:00
에코어드벤처 09:30-10:30 13:30-16:30",Y,N,N,Y,Y,N,N
두류공원,레저/체육/공원,35.8508743,128.558813,www.daegu.go.kr/env/index.do?menu_id=00000942,,,N,Y,N,Y,Y,Y,N
두류공원두류야구장,레저/체육/공원,35.8513947,128.560951,,,,N,N,N,N,N,N,N
두류워터파크,레저/체육/공원,35.84696929,128.561627,01.dgsisul.or.kr/,,10:00-18:00,Y,N,Y,Y,Y,Y,N
두류풋살장,레저/체육/공원,35.85318391,128.555618,,연중무휴,00:00~24:00,N,N,N,N,N,N,N
두륜산케이블카,문화관광/명소,34.49677531,126.625336,www.haenamcablecar.com/,,09:00 - 17:00,N,N,N,N,N,N,N
두릉산성,문화관광/명소,36.4134609,126.975323,,,,N,N,N,N,Y,N,N
두리랜드,문화관광/명소,37.724634,126.950163,,,"주말 10:00~18:00, 평일 10:30~18:00",Y,Y,N,N,Y,N,Y
두리봉도자예술관,전시/공연,37.18442541,127.551733,,,,N,Y,N,N,N,N,N
두리춤터,전시/공연,37.49310443,126.98915,www.duritheatre.com/,,,Y,Y,N,N,Y,N,N
두메실농업테마파크(2022년12월예정),문화관광/명소,35.14888608,128.14612,,,,N,N,N,N,N,N,N
두모몽돌해변,문화관광/명소,34.99093876,128.688439,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=4cc36bfe-7172-4d14-af77-972a917953b4,,상시개방,N,N,N,N,Y,N,N
두물머리,문화관광/명소,37.53283545,127.315913,korean.visitkorea.or.kr/detail/ms_detail.do?cotid=925ba0a6-1d1b-42cf-a592-daaa01826e3d&big_category=A01&mid_category=A0101&big_area=31,연중무휴,24시,Y,Y,N,N,Y,N,N
두물워크샵,전시/공연,37.61371444,127.342784,www.duomul.com/,,,N,N,N,N,N,N,N
두밀유원지,문화관광/명소,37.81341973,127.446405,,,,N,N,N,N,N,N,N
두부치해변,문화관광/명소,37.16723471,126.305488,,연중개방,00:00~24:00,N,N,N,N,Y,N,N
두산아트센터,전시/공연,37.57181233,127.001,www.doosanartcenter.com/ko,,,Y,Y,N,Y,Y,Y,N
두산아트센터스페이스111,전시/공연,37.57181233,127.001,www.doosanartcenter.com/,,"월요일 오전 10:00~오후 7:00
화요일 오전 10:00~오후 10:00수요일 오전 10:00~오후 10:00
목요일 오전 10:00~오후 10:00
금요일 오전 10:00~오후 10:00
토요일 오전 10:00~오후 10:00
일요일 오전 10:00~오후 10:00",Y,Y,Y,Y,Y,Y,Y
두산위브더플러스홍보관,전시/공연,37.66301055,126.799949,,,,N,N,N,N,N,N,N
두산평생학습센터,전시/공연,35.83920411,128.61816,www.suseong.or.kr/,"주말, 법정공휴일, 대체공휴일","9시~6시, 야간수업있을시 변동",Y,N,N,N,N,Y,N
두여해수욕장,문화관광/명소,36.54005049,126.328686,,,,Y,N,N,N,N,N,N
두왕스크린,레저/체육/공원,35.51446934,129.310578,,,매일 09:00 - 24:00,Y,N,N,N,N,N,N
두원공대노천극장,전시/공연,37.06491884,127.424096,,,,N,N,N,N,N,N,N
두정산성,문화관광/명소,35.6057586,126.78707,,,,N,N,N,N,Y,N,N
두지,전시/공연,37.29724165,127.635388,xn--hu1by74ahhcpwa.kr/,"월요일 , 1월1일, 설날, 추석당일 (월요일이 장날이면 화요일 ",9AM~6PM,N,N,N,N,N,N,N
두타산성,문화관광/명소,37.45455007,129.002558,,연중무휴,상시개방,N,N,N,N,Y,N,N
두타연,문화관광/명소,38.24632241,127.981808,stour.ticketplay.zone/portal/index,"월요일 휴무 설날 · 추석 오전 
","매일 09:00 - 17:00 하절기(3~10월) (최종 출입시간 16:00
매일 09:00 - 16:00 동절기(11~2월)(최종 출입시간 15:00)",Y,N,N,N,N,N,N
두포마을갯벌체험장,문화관광/명소,35.60072053,126.482245,,,2022년도는 9월 30일까지만 운영,Y,N,N,N,N,N,N
두포해수욕장,문화관광/명소,34.52650082,127.733511,,,,N,N,N,N,N,N,N
둔내자연휴양림,문화관광/명소,37.51786393,128.273636,www.doonnae.co.kr/,,,N,Y,N,N,N,N,N
둔산공원,문화관광/명소,35.9609137,127.128404,,,,Y,N,N,N,N,N,N
둔산공원축구장,레저/체육/공원,35.9609137,127.128404,,,,Y,N,N,N,Y,N,N
둔장마을미술관,전시/공연,34.9137812,126.062714,www.shinanculture.net/,매주 월요일,10:00 - 17:00,N,N,N,N,N,N,N
둔장해수욕장,문화관광/명소,34.91833926,126.060171,,,,N,N,N,N,Y,N,N
둔전평농사놀이전수교육관,전시/공연,37.60661119,128.440724,,,,Y,N,Y,Y,N,N,N
둘로스소극장,전시/공연,37.56927909,126.990727,,"설날, 추석 휴일",매일 00:00 - 24:00 ,N,N,N,N,N,N,N
둘리뮤지엄,전시/공연,37.65242986,127.027639,www.doolymuseum.or.kr/,"매주 월요일은 정기  입니다. 단, 월요일이 공휴일일 경우에는 다음날 합니다.
- 1월1일, 설날 및 추석, 그 밖에 구청장이 시설물의 유지·보수 관리 및 전시행사 준비 등 특별히 이 필요하다고 인정하는 날에는 합니다.","1회차 10:00 - 13:00
2회차 14:00 - 17:00",Y,N,N,Y,Y,Y,Y
둥지캠핑카,문화관광/명소,37.29963727,126.899512,www.youtube.com/channel/UCYmG7FxjxKSOrqKu-uyRvIA,,,N,N,N,N,N,N,N
뒷장술해수욕장,문화관광/명소,37.64453741,126.243092,,연중개방,00:00~24:00,Y,N,N,N,Y,N,N
드들강솔밭유원지,문화관광/명소,35.01806437,126.854522,,,,N,N,N,N,N,N,N
드라마미술전시장,전시/공연,38.12052432,127.046877,,매주 화요일,"평일 10:00~18:00, 주말 10:00~ 19:00 ",N,Y,N,N,Y,Y,Y
드라마전시관,전시/공연,34.32293555,126.670519,www.wando.go.kr/tour/attraction/main_tour/filmset,,"동절기 : 08:00~17:00, 하절기 : 08:00~19:00",Y,N,N,N,N,N,N
드래곤레이크CC,레저/체육/공원,35.43444596,127.341097,www.golfzoncounty.com/gcounty/info/main?cc_code=44,연중무휴,예약제,Y,N,N,N,N,N,N
드르쿰다해변,레저/체육/공원,33.4445124,126.919086,delekoomdainsungsan.modoo.at/,,09:00-21:00,Y,N,N,N,N,N,N
드리미,전시/공연,37.3134591,126.831016,ansanart1.modoo.at/,홈페이지 참조,,Y,Y,N,N,Y,Y,Y
드리미홀,전시/공연,37.3134591,126.831016,ansanart1.modoo.at/,,,Y,Y,N,N,Y,Y,Y
드리미홀,전시/공연,37.27799596,127.151598,,,,N,N,N,N,N,N,N
드림골프,레저/체육/공원,36.99128427,127.928973,,연중무휴,"
10:00 - 22:00",N,N,N,N,N,N,N
드림나무극장,전시/공연,37.22341519,127.114248,,,,Y,N,N,Y,Y,Y,Y
드림랜드자연휴양림,문화관광/명소,35.22915471,127.855276,,,,N,N,N,N,N,N,N
드림스크린골프,레저/체육/공원,37.37759145,126.851567,,,,Y,Y,N,N,N,N,Y
드림시어터,전시/공연,37.58226095,127.002772,bulltheatre.modoo.at/,,,N,N,N,N,N,N,N
드림싸커U12,레저/체육/공원,37.64236126,127.162044,,,"월~금 13:00~21:00
토 12:00~20:00
일 08:00~20:00",Y,N,N,N,N,N,N
드림아이플래너스,전시/공연,37.66893348,126.745803,,,,N,Y,N,N,N,N,N
드림아트홀,전시/공연,36.32440916,127.42045,cafe.daum.net/dreamarthall,,,N,N,N,N,N,N,N
드림우든보트,레저/체육/공원,35.35545812,129.296267,,매주 일요일,,Y,N,N,N,N,N,N
드림전시관,전시/공연,37.57215064,126.977792,,,,N,N,N,N,N,N,N
